Got interface enp0s3
Got process 4784
processes: 4784
intfs: enp0s3
innet: 0
outnet: 0
Sec		Netw		enp0s3		CPU		4784
752		0/147		0/0		0		100
754		13/148		13/1		0		100
756		0/148		0/0		0		100
758		1/148		1/0		0		67
760		9/149		9/1		0		95
762		0/149		0/0		0		98
764		17/150		17/1		0		94
766		0/150		0/0		0		100
768		0/150		0/0		0		66
770		13/151		13/1		0		96
772		0/151		0/0		0		100
774		14/152		14/1		0		86
776		0/152		0/0		0		100
778		0/152		0/0		0		75
780		11/153		11/1		0		97
782		0/153		0/0		0		100
784		15/154		15/1		0		96
786		0/154		0/0		0		65
788		13/155		13/1		0		97
790		0/155		0/0		0		73
792		14/156		14/1		0		100
794		1/156		1/0		0		64
796		9/156		9/0		0		100
798		1/156		1/0		0		65
800		14/157		14/1		0		97
802		0/157		0/0		0		93
804		12/158		12/1		0		91
806		0/158		0/0		0		100
808		15/159		15/1		0		98
810		0/159		0/0		0		98
812		0/159		0/0		0		71
814		10/160		10/1		0		95
816		0/160		0/0		0		96
818		0/160		0/0		0		70
820		16/161		16/1		0		96
822		0/161		0/0		0		97
824		0/161		0/0		0		94
826		14/162		14/1		0		96
828		0/162		0/0		0		95
830		0/162		0/0		0		57
832		9/162		9/0		0		100
834		0/162		0/0		0		100
836		17/163		17/1		0		100
838		0/163		0/0		0		100
840		0/163		0/0		0		100
842		11/164		11/1		0		98
844		0/164		0/0		0		97
846		15/165		15/1		0		94
848		0/165		0/0		0		54
850		13/166		13/1		0		96
852		0/166		0/0		0		100
854		14/167		14/1		0		100
856		0/167		0/0		0		100
858		14/168		14/1		0		98
860		0/168		0/0		0		90
862		4/168		4/0		0		71
864		8/168		8/0		0		97
866		5/168		5/0		0		81
868		8/168		8/0		0		98
870		0/168		0/0		0		83
872		14/169		14/1		0		94
874		0/169		0/0		0		98
876		0/169		0/0		0		95
878		13/170		13/1		0		98
880		0/170		0/0		0		98
882		13/171		13/1		0		96
884		0/171		0/0		0		98
886		13/172		13/1		0		95
888		0/172		0/0		0		100
890		0/172		0/0		0		94
892		14/173		14/1		0		98
894		0/173		0/0		0		100
896		13/174		13/1		0		92
898		0/174		0/0		0		96
900		10/175		10/1		0		100
902		3/175		3/0		0		96
904		0/175		0/0		0		95
906		10/176		10/1		0		97
908		1/176		1/0		0		60
910		11/177		11/1		0		98
912		18/178		18/1		0		91
914		0/178		0/0		0		100
916		13/179		13/1		0		100
918		0/179		0/0		0		91
920		0/179		0/0		0		78
922		14/180		14/1		0		100
924		0/180		0/0		0		98
926		13/181		13/1		0		98
928		0/181		0/0		0		92
930		13/182		13/1		0		98
932		0/182		0/0		0		97
934		3/182		3/0		0		61
936		11/183		11/1		0		100
938		0/183		0/0		0		92
940		13/184		13/1		0		98
942		0/184		0/0		0		100
944		13/185		13/1		0		97
946		0/185		0/0		0		96
948		0/185		0/0		0		96
950		13/186		13/1		0		97
952		0/186		0/0		0		95
954		9/186		9/0		0		77
956		5/186		5/0		0		95
958		8/186		8/0		0		68
960		5/186		5/0		0		92
962		2/186		2/0		0		71
964		11/187		11/1		0		100
966		0/187		0/0		0		72
968		14/188		14/1		0		95
970		0/188		0/0		0		96
972		13/189		13/1		0		94
974		1/189		1/0		0		67
976		11/190		11/1		0		97
978		13/191		13/1		0		98
980		0/191		0/0		0		92
982		14/192		14/1		0		92
984		0/192		0/0		0		96
986		13/193		13/1		0		98
988		0/193		0/0		0		100
990		1/193		1/0		0		67
992		9/193		9/0		0		98
994		0/193		0/0		0		97
996		3/193		3/0		0		67
998		10/194		10/1		0		97
1000		0/194		0/0		0		66
1002		16/195		16/1		0		92
1004		0/195		0/0		0		96
1006		11/196		11/1		0		96
1008		1/196		1/0		0		96
1010		13/197		13/1		0		98
1012		0/197		0/0		0		87
1014		10/198		10/1		0		94
1016		0/198		0/0		0		92
1018		12/199		12/1		0		96
1020		0/199		0/0		0		95
1022		0/199		0/0		0		68
1024		18/200		18/1		0		96
1026		0/200		0/0		0		72
1028		12/201		12/1		0		97
1030		15/202		15/1		0		97
1032		0/202		0/0		0		97
1034		13/203		13/1		0		95
1036		0/203		0/0		0		96
1038		13/204		13/1		0		93
1040		0/204		0/0		0		100
1042		14/205		14/1		0		100
1044		0/205		0/0		0		76
1046		13/206		13/1		0		100
1048		0/206		0/0		0		100
1050		13/207		13/1		0		91
1052		0/207		0/0		0		100
1054		2/207		2/0		0		66
1056		12/208		12/1		0		91
1058		8/208		8/0		0		95
1060		4/208		4/0		0		93
1062		13/209		13/1		0		96
1064		0/209		0/0		0		96
1066		9/209		9/0		0		85
1068		4/209		4/0		0		98
1070		0/209		0/0		0		100
1072		0/209		0/0		0		67
1074		14/210		14/1		0		100
1076		13/211		13/1		0		92
1078		0/211		0/0		0		94
1080		13/212		13/1		0		95
1082		0/212		0/0		0		97
1084		14/213		14/1		0		100
1086		0/213		0/0		0		71
1088		13/214		13/1		0		95
1090		0/214		0/0		0		91
1092		10/215		10/1		0		95
1094		0/215		0/0		0		97
1096		0/215		0/0		0		97
1098		11/216		11/1		0		97
1100		0/216		0/0		0		92
1102		0/216		0/0		0		65
1104		19/217		19/1		0		85
1106		0/217		0/0		0		97
1108		12/218		12/1		0		100
1110		1/218		1/0		0		89
1112		10/219		10/1		0		92
1114		3/219		3/0		0		100
1116		0/219		0/0		0		77
1118		14/220		14/1		0		94
1120		0/220		0/0		0		96
1122		10/221		10/1		0		97
1124		0/221		0/0		0		95
