Got process 3807
Got interface enp0s3
processes: 3807
intfs: enp0s3
innet: 0
outnet: 0
Sec		Netw		enp0s3		CPU		3807
1778		7/125809		7/1		0		61
1780		18/125952		18/143		0		53
1782		28/126361		28/409		0		52
1784		5/126361		5/0		0		33
1786		10/126362		10/1		0		38
1788		5/126362		5/0		0		51
1790		14/126482		14/120		0		54
1792		24/126814		24/332		0		58
1794		5/126814		5/0		0		45
1796		10/126815		10/1		0		57
1798		5/126815		5/0		0		25
1800		23/127165		23/350		0		60
1802		13/127260		13/95		0		7
1804		5/127260		5/0		0		45
1806		9/127261		9/1		0		38
1808		17/127462		17/201		0		56
1810		15/127709		15/247		0		57
1812		22/128043		22/334		0		56
1814		5/128043		5/0		0		50
1816		9/128044		9/1		0		52
1818		8/128045		8/1		0		51
